"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"540","B43","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"541","core_1","Bacillariophyta_167",4990,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"542","B51","Bacillariophyta_167",61,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"543","B12","Bacillariophyta_167",215,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"544","B11","Bacillariophyta_167",155,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"545","core_2","Bacillariophyta_167",3442,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"546","B52","Bacillariophyta_167",108,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"547","dockslush_3","Bacillariophyta_167",612,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"548","B14","Bacillariophyta_167",136,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"549","blank771","Bacillariophyta_167",48861,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"550","core_4","Bacillariophyta_167",23022,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"551","mock_3","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"552","hero_13","Bacillariophyta_167",10550,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"553","Carboy4","Bacillariophyta_167",21,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"554","Carboy7","Bacillariophyta_167",184,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"555","Barrow_S2C3","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"556","Carboy2","Bacillariophyta_167",20,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"557","Barrow_S1IC6","Bacillariophyta_167",96,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"558","B22","Bacillariophyta_167",669,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"559","Barrow_S2C1D","Bacillariophyta_167",66,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"560","Barrow_S1IC5","Bacillariophyta_167",9221,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"561","Carboy1","Bacillariophyta_167",42,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"562","B21","Bacillariophyta_167",181,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"563","B32","Bacillariophyta_167",53,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"564","Carboy8","Bacillariophyta_167",39,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"565","B31","Bacillariophyta_167",84,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"566","B42","Bacillariophyta_167",657,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"567","blankMQ121118","Bacillariophyta_167",6828,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"568","Barrow_blank1","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"569","B41","Bacillariophyta_167",53,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"570","Barrow_blank2","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"571","blankdry2","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"572","blankFiltSW1","Bacillariophyta_167",27,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"573","core_3","Bacillariophyta_167",7466,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"574","B53","Bacillariophyta_167",73,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"575","dockslush_2","Bacillariophyta_167",1557,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"576","B13","Bacillariophyta_167",206,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"577","dockslush_1","Bacillariophyta_167",96,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"578","mock_1","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"579","core_6","Bacillariophyta_167",4974,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"580","mock_2","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"581","hero_11","Bacillariophyta_167",218,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"582","hero_12","Bacillariophyta_167",26636,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"583","Carboy6","Bacillariophyta_167",29,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"584","Carboy5","Bacillariophyta_167",20,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"585","blankMQ191118","Bacillariophyta_167",5766,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"586","Barrow_S1IC4","Bacillariophyta_167",5404,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"587","iceslush","Bacillariophyta_167",22170,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"588","Barrow_S2C2","Bacillariophyta_167",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"589","Carboy3","Bacillariophyta_167",41,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"590","B23","Bacillariophyta_167",144,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"591","B33","Bacillariophyta_167",59,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"592","CTDSW","Bacillariophyta_167",640,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"593","Carboy9","Bacillariophyta_167",216,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"594","B43","Bacillariophyta_167",61,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"595","core_1","Bacillariophyta_17",24,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"596","B51","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"597","B12","Bacillariophyta_17",63,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"598","B11","Bacillariophyta_17",71,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"599","core_2","Bacillariophyta_17",25,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"600","B52","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"601","dockslush_3","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"602","B14","Bacillariophyta_17",33,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"603","blank771","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"604","core_4","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"605","mock_3","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"606","hero_13","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"607","Carboy4","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"608","Carboy7","Bacillariophyta_17",76,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"609","Barrow_S2C3","Bacillariophyta_17",126,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"610","Carboy2","Bacillariophyta_17",29,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"611","Barrow_S1IC6","Bacillariophyta_17",53,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"612","B22","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"613","Barrow_S2C1D","Bacillariophyta_17",99,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"614","Barrow_S1IC5","Bacillariophyta_17",116,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"615","Carboy1","Bacillariophyta_17",24,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"616","B21","Bacillariophyta_17",41,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"617","B32","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"618","Carboy8","Bacillariophyta_17",30,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"619","B31","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"620","B42","Bacillariophyta_17",27,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"621","blankMQ121118","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"622","Barrow_blank1","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"623","B41","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"624","Barrow_blank2","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"625","blankdry2","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"626","blankFiltSW1","Bacillariophyta_17",25,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"627","core_3","Bacillariophyta_17",44,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"628","B53","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"629","dockslush_2","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"630","B13","Bacillariophyta_17",62,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"631","dockslush_1","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"632","mock_1","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"633","core_6","Bacillariophyta_17",58,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"634","mock_2","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"635","hero_11","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"636","hero_12","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"637","Carboy6","Bacillariophyta_17",55,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"638","Carboy5","Bacillariophyta_17",21,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
"639","blankMQ191118","Bacillariophyta_17",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria","Fragilaria_barbararum","Fragilaria_barbararum"
