MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,molFractionC_pertotalC
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,466836064,200821,Smp,20ppt3C_C,C,200821,466836064,200821_Smp_20ppt3C_C Trimethylammonium Propionate (TMAP),HILICPos,466836064,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.6,64.52739864,778060106.6666667,7234695.24324838,22984782912,11,0.8333333333333334,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484411756,NA,0.015312011878881749,NA,C6H13NO2,6,1,0.0918720712732905,0.015312011878881749,45.96843661127442,14.738646281675564,0.001998590294688368,0.0010389021885896703,107.5456644,8.542610414454838e-7
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,NA,200821,Smp,20ppt3C_C,C,200821,NA,200821_Smp_20ppt3C_C Turicine,HILICPos,0,Turicine_X_HILICPos,0.6,64.52739864,NA,NA,218591149.34302774,66,0,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454540684036,NA,NA,NA,C7H13NO3,7,1,NA,NA,45.96843661127442,14.738646281675564,NA,NA,107.5456644,NA
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,76728248,200821,Smp,20ppt3C_C,C,200821,65488239.14260384,200821_Smp_20ppt3C_C Tyrosine,HILICPos,76728248,Tyrosine_X_HILICPos,0.6,64.52739864,109147065.23767306,1014890.426746697,2164414343.984413,29,0.5606060606060606,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.8269832350230804,NA,0.03149957869711693,NA,C9H11NO3,9,1,0.28349620827405236,0.03149957869711693,45.96843661127442,14.738646281675564,0.006167192734253678,0.002137209760999563,107.5456644,2.6360542738350717e-6
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,452762400,200821,Smp,20ppt3C_C,C,200821,388494938.1665639,200821_Smp_20ppt3C_C Vitamin B3,HILICPos,452762400,Vitamin B3_X_HILICPos,0.6,64.52739864,647491563.6109399,6020619.866205782,10560050395.525684,12,0.8181818181818181,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.89486396326922,NA,0.01802890273998686,NA,C6H5NO2,6,1,0.10817341643992115,0.01802890273998686,45.96843661127442,14.738646281675564,0.002353210690080116,0.001223240072081928,107.5456644,1.0058370743574218e-6
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,23091934,200821,Smp,35ppt0C_A,A,200821,21118766.698068846,200821_Smp_35ppt0C_A (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,23091934,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,0.62,84.00397013,34062526.932369106,251402.0071359316,1460714971.4895973,40,0.43661971830985913,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.9435769570132984,NA,5.471020080164302e-4,NA,C7H16NO2,7,1,0.0038297140561150116,5.471020080164302e-4,60.56381462526653,14.746925816836233,6.323435998559606e-5,3.709939378631824e-5,135.4902744,2.826560115162784e-8
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,18090928,200821,Smp,35ppt0C_A,A,200821,16545088.331863467,200821_Smp_35ppt0C_A 4-Hydroxyisoleucine,HILICPos,18090928,4-Hydroxyisoleucine_X_HILICPos,0.62,84.00397013,26685626.34171527,196956.02846221652,392268776.3253887,44,0.3802816901408451,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.7617484078934159,NA,0.005862407008116226,NA,C6H13NO3,6,1,0.03517444204869735,0.005862407008116226,60.56381462526653,14.746925816836233,5.807831337298721e-4,3.975341763381794e-4,135.4902744,2.596086117949242e-7
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,1967693,200821,Smp,35ppt0C_A,A,200821,2126933.1307750735,200821_Smp_35ppt0C_A 6-Methyladenine,HILICPos,1967693,6-Methyladenine_X_HILICPos,0.62,84.00397013,3430537.3077017316,25319.435825277626,29569615.95091637,61,0.14084507042253525,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307542556698,NA,1.98892203565166e-5,NA,C6H7N5,6,5,1.1933532213909958e-4,9.9446101782583e-5,60.56381462526653,14.746925816836233,1.9704063041186683e-6,6.74351407322112e-6,135.4902744,8.807667020201975e-10
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,138468176,200821,Smp,35ppt0C_A,A,200821,138468176,200821_Smp_35ppt0C_A Acetyl-L-carnitine,HILICPos,138468176,Acetyl-L-carnitine_X_HILICPos,0.62,84.00397013,223335767.7419355,1648352.7598244958,3061975041,31,0.5633802816901409,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.8656164979937988,NA,0.002186275651808,NA,C9H17NO4,9,1,0.019676480866272,0.002186275651808,60.56381462526653,14.746925816836233,3.2488840057414743e-4,1.4825297685514756e-4,135.4902744,1.4522430450013174e-7
Adenosine,Inj_vol,0.09507922191241822,0.09507922191241822,391699456,200821,Smp,35ppt0C_A,A,200821,391699456,200821_Smp_35ppt0C_A Adenosine,HILICPos,391699456,Adenosine_X_HILICPos,0.62,84.00397013,631773316.1290323,4662868.378647189,11888569832,19,0.7323943661971831,1,400,1,1,Adenosine,348355424,314987424,331671424,0.8981453842281999,NA,0.010098729992242728,NA,C10H13N5O4,10,5,0.10098729992242728,0.05049364996121364,60.56381462526653,14.746925816836233,0.0016674527611458697,0.0034240119322744658,135.4902744,7.453472241431026e-7
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,5174917,200821,Smp,35ppt0C_A,A,200821,6694303.281743081,200821_Smp_35ppt0C_A Adenosyl Homocysteine,HILICPos,5174917,Adenosyl Homocysteine_X_HILICPos,0.62,84.00397013,10797263.357650131,79690.32024776138,51465646.838828236,55,0.22535211267605637,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.5554489918007413,NA,0.001215896542332098,NA,C14H20N6O5S,14,6,0.01702255159264937,0.0072953792539925885,60.56381462526653,14.746925816836233,2.810680221841204e-4,4.947050893592764e-4,135.4902744,1.2563670468623223e-7
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,NA,200821,Smp,35ppt0C_A,A,200821,NA,200821_Smp_35ppt0C_A Anserine,HILICPos,0,Anserine_X_HILICPos,0.62,84.00397013,NA,NA,1777558,71,0,1,400,1,1,Anserine,79084688,78474240,78779464,0.7019405334801487,NA,NA,NA,C10H16N4O3,10,4,NA,NA,60.56381462526653,14.746925816836233,NA,NA,135.4902744,NA
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.39029914841749364,2331265024,200821,Smp,35ppt0C_A,A,200821,3105251383.9740877,200821_Smp_35ppt0C_A Arginine,HILICPos,2331265024,Arginine_X_HILICPos,0.62,84.00397013,5008469974.151754,36965531.26201736,33158963221.55505,7,0.9014084507042254,1,400,1,1,Arginine,78218904,20165398,49192151,1.1369113413732597,NA,0.4264251805498839,NA,C6H14N4O2,6,4,2.558551083299303,1.7057007221995355,60.56381462526653,14.746925816836233,0.04224554049526307,0.11566483370060596,135.4902744,1.8883651203966438e-5
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,2451759,200821,Smp,35ppt0C_A,A,200821,3265749.689350174,200821_Smp_35ppt0C_A Argininosuccinic Acid,HILICPos,2451759,Argininosuccinic Acid_X_HILICPos,0.62,84.00397013,5267338.208629313,38876.13507190525,38728241.07551989,59,0.16901408450704225,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.4134792842083135,NA,0.0018108219351794805,NA,C10H18N4O6,10,4,0.018108219351794803,0.007243287740717922,60.56381462526653,14.746925816836233,2.989940356933901e-4,4.911727251281365e-4,135.4902744,1.3364958800168173e-7
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,270799104,200821,Smp,35ppt0C_A,A,200821,327697982.7869846,200821_Smp_35ppt0C_A Asparagine,HILICPos,270799104,Asparagine_X_HILICPos,0.62,84.00397013,528545133.52739453,3900982.087868668,3336196512.29485,23,0.676056338028169,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.6921493253025142,NA,0.35061630169586944,NA,C4H8N2O3,4,2,1.4024652067834777,0.7012326033917389,60.56381462526653,14.746925816836233,0.02315681757268944,0.047551104013228124,135.4902744,1.0351039681586753e-5
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,276668608,200821,Smp,35ppt0C_A,A,200821,260621060.84601468,200821_Smp_35ppt0C_A Aspartic acid,HILICPos,276668608,Aspartic acid_X_HILICPos,0.62,84.00397013,420356549.75163656,3102485.042584197,4362532351.664482,22,0.6901408450704225,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.2469944179759247,NA,0.36653718430754156,NA,C4H7NO4,4,1,1.4661487372301663,0.36653718430754156,60.56381462526653,14.746925816836233,0.024208328790084267,0.024855158889392007,135.4902744,1.0821062572371367e-5
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,393260992,200821,Smp,35ppt0C_A,A,200821,359657495.18854153,200821_Smp_35ppt0C_A beta-Alanine,HILICPos,393260992,beta-Alanine_X_HILICPos,0.62,84.00397013,580092734.175067,4281434.492107398,10576978509.96691,18,0.7464788732394366,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296489827,NA,0.11013189392305626,NA,C3H7NO2,3,1,0.3303956817691688,0.11013189392305626,60.56381462526653,14.746925816836233,0.005455331435337487,0.007468125580269832,135.4902744,2.438519541216375e-6
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,19609552,200821,Smp,35ppt0C_A,A,200821,25891850.41393663,200821_Smp_35ppt0C_A beta-Glutamic acid,HILICPos,19609552,beta-Glutamic acid_X_HILICPos,0.62,84.00397013,41761049.0547365,308221.7468277726,924406531.5718154,41,0.4225352112676056,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.6798445665551032,NA,0.012363769932720819,NA,C5H9NO4,5,1,0.0618188496636041,0.012363769932720819,60.56381462526653,14.746925816836233,0.0010207225229471259,8.383964282647562e-4,135.4902744,4.562604211804895e-7
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,6192835,200821,Smp,35ppt0C_A,A,200821,5733762.367753203,200821_Smp_35ppt0C_A Betonicine,HILICPos,6192835,Betonicine_X_HILICPos,0.62,84.00397013,9248003.81895678,68255.84979947904,223098457.32636446,53,0.2535211267605634,1,400,1,1,Betonicine,672108480,510638880,591373680,0.9232016086924847,NA,8.06584061092075e-5,NA,C7H13NO3,7,1,5.646088427644525e-4,8.06584061092075e-5,60.56381462526653,14.746925816836233,9.322544266042716e-6,5.469506466027083e-6,135.4902744,4.167154028322291e-9
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,9203531,200821,Smp,35ppt0C_A,A,200821,8417104.604033783,200821_Smp_35ppt0C_A Butyryl-L-carnitine,HILICPos,9203531,Butyryl-L-carnitine_X_HILICPos,0.62,84.00397013,13575975.167796424,100198.89049300797,285373834.38134485,50,0.295774647887324,1,400,1,1,Butyryl-L-carnitine,1597813760,1260517504,1429165632,0.8925435366405496,NA,5.067797362053125e-5,NA,C11H21NO4,11,1,5.574577098258437e-4,5.067797362053125e-5,60.56381462526653,14.746925816836233,9.204468266655032e-6,3.4365110566077e-6,135.4902744,4.11437435118106e-9
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,150598192,200821,Smp,35ppt0C_A,A,200821,137729827.30675474,200821_Smp_35ppt0C_A Carnitine,HILICPos,150598192,Carnitine_X_HILICPos,0.62,84.00397013,222144882.75283024,1639563.3098484692,5298674128.0778675,29,0.5915492957746479,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199575,NA,0.001995617119910702,NA,C7H15NO3,7,1,0.013969319839374914,0.001995617119910702,60.56381462526653,14.746925816836233,2.3065455711151776e-4,1.353242801040167e-4,135.4902744,1.0310201157416e-7
Carnosine,Inj_vol,1.649242478056527,1.649242478056527,NA,200821,Smp,35ppt0C_A,A,200821,NA,200821_Smp_35ppt0C_A Carnosine,HILICPos,0,Carnosine_X_HILICPos,0.62,84.00397013,NA,NA,4788254,71,0,1,400,1,1,Carnosine,67969472,65590148,66779810,1.036360544285618,NA,NA,NA,C9H14N4O3,9,4,NA,NA,60.56381462526653,14.746925816836233,NA,NA,135.4902744,NA
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,1477932,200821,Smp,35ppt0C_A,A,200821,1968609.4636057953,200821_Smp_35ppt0C_A Chitobiose,HILICPos,1477932,Chitobiose_X_HILICPos,0.62,84.00397013,3175176.5542028956,23434.719341946362,24393772.34886581,62,0.12676056338028174,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297525,NA,0.0010465986553429506,NA,C16H28N2O11,16,2,0.01674557848548721,0.0020931973106859013,60.56381462526653,14.746925816836233,2.764947780964435e-4,1.4194126536502577e-4,135.4902744,1.2359247598872093e-7
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,2936948736,200821,Smp,35ppt0C_A,A,200821,2936948736,200821_Smp_35ppt0C_A Choline,HILICPos,2936948736,Choline_X_HILICPos,0.62,84.00397013,4737014090.32258,34962023.0026621,63151126384,6,0.9154929577464789,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101555,NA,0.0839850701763041,NA,C5H14NO,5,1,0.4199253508815205,0.0839850701763041,60.56381462526653,14.746925816836233,0.006933601416617712,0.005695090028894038,135.4902744,3.0993025347472506e-6
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,40367472,200821,Smp,35ppt0C_A,A,200821,38026046.5846266,200821_Smp_35ppt0C_A Citrulline,HILICPos,40367472,Citrulline_X_HILICPos,0.62,84.00397013,61332333.201010644,452669.636039577,866829456.9474299,38,0.46478873239436624,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,0.007047561510393976,NA,C6H13N3O3,6,3,0.04228536906236385,0.021142684531181927,60.56381462526653,14.746925816836233,6.981952726062748e-4,0.0014337011519406845,135.4902744,3.1209154494386244e-7
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,16064777,200821,Smp,35ppt0C_A,A,200821,14692068.560368411,200821_Smp_35ppt0C_A Creatine,HILICPos,16064777,Creatine_X_HILICPos,0.62,84.00397013,23696884.77478776,174897.31184885383,1041062860.9555924,45,0.3661971830985915,1,400,1,1,Creatine,362418496,266815488,314616992,0.9462099688471564,NA,3.7903711910472644e-4,NA,C4H9N3O2,4,3,0.0015161484764189058,0.0011371113573141792,60.56381462526653,14.746925816836233,2.5033899958249757e-5,7.710836627495371e-5,135.4902744,1.119009082484304e-8
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,887346,200821,Smp,35ppt0C_A,A,200821,887346,200821_Smp_35ppt0C_A Cys-Gly,HILICPos,887346,Cys-Gly_X_HILICPos,0.62,84.00397013,1431203.2258064516,10563.143606508018,7754261,63,0.11267605633802813,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462642802008004,NA,0.21864476440296357,NA,C5H10N2O3S,5,2,1.0932238220148178,0.43728952880592714,60.56381462526653,14.746925816836233,0.0180507755130526,0.029652927955105296,135.4902744,8.068651619874629e-6
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,518058,200821,Smp,35ppt0C_A,A,200821,690054.6719989087,200821_Smp_35ppt0C_A Cystathionine,HILICPos,518058,Cystathionine_X_HILICPos,0.62,84.00397013,1112991.4064498527,8214.548323502062,21190367.580612462,66,0.07042253521126762,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.9171800507709127,NA,6.774674647880872e-4,NA,C7H14N2O4S,7,2,0.00474227225351661,0.0013549349295761744,60.56381462526653,14.746925816836233,7.830207332313887e-5,9.187914460309251e-5,135.4902744,3.500083142142201e-8
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,163651,200821,Smp,35ppt0C_A,A,200821,163651,200821_Smp_35ppt0C_A Cystine,HILICPos,163651,Cystine_X_HILICPos,0.62,84.00397013,263953.22580645164,1948.1341149322177,2923240,70,0.014084507042253502,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.7395318327462561,NA,4.0516257527748297e-4,NA,C6H12N2O4S2,6,2,0.002430975451664898,8.103251505549659e-4,60.56381462526653,14.746925816836233,4.013907424270338e-5,5.494875071724006e-5,135.4902744,1.7942066044445904e-8
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,19516870,200821,Smp,35ppt0C_A,A,200821,25247138.628571834,200821_Smp_35ppt0C_A Cytidine,HILICPos,19516870,Cytidine_X_HILICPos,0.62,84.00397013,40721191.336406186,300546.9692622947,662358651.6416131,42,0.4084507042253521,1,400,1,1,Cytidine,53606032,43718396,48662214,0.8486073947230495,NA,0.004695501445229603,NA,C9H13N3O5,9,3,0.04225951300706642,0.014086504335688808,60.56381462526653,14.746925816836233,6.977683501038298e-4,9.552163285182165e-4,135.4902744,3.1190071165038855e-7
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,8466699,200821,Smp,35ppt0C_A,A,200821,8466699,200821_Smp_35ppt0C_A Deoxyadenosine,HILICPos,8466699,Deoxyadenosine_X_HILICPos,0.62,84.00397013,13655966.129032258,100789.27206532494,2026855420,51,0.2816901408450704,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.9813955758212205,NA,1.7776095413140808e-4,NA,C10H13N5O3,10,5,0.0017776095413140809,8.888047706570404e-4,60.56381462526653,14.746925816836233,2.9351016812809585e-5,6.027051208478394e-5,135.4902744,1.3119831288156878e-8
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,138840352,200821,Smp,35ppt0C_A,A,200821,138840352,200821_Smp_35ppt0C_A Dimethylsulfonioacetate (DMS-Ac),HILICPos,138840352,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,0.62,84.00397013,223936051.61290324,1652783.2170924563,8779363844,30,0.5774647887323944,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.9364405313817805,NA,0.004516185442842575,NA,C4H9O2S,4,NA,0.0180647417713703,NA,60.56381462526653,14.746925816836233,2.982761552115625e-4,NA,135.4902744,1.333286972173281e-7
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,2078515456,200821,Smp,35ppt0C_A,A,200821,2246724151.6814156,200821_Smp_35ppt0C_A DMSP,HILICPos,2078515456,DMSP_X_HILICPos,0.62,84.00397013,3623748631.744219,26745452.009047985,82766038897.41449,8,0.8873239436619719,1,400,1,1,DMSP,379205792,253701088,316453440,0.8689390209347154,NA,0.06275077914212956,NA,C5H10O2S,5,NA,0.3137538957106478,NA,60.56381462526653,14.746925816836233,0.005180550426883998,NA,135.4902744,2.3156931159824107e-6
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,39188108,200821,Smp,35ppt0C_A,A,200821,39188108,200821_Smp_35ppt0C_A Ectoine,HILICPos,39188108,Ectoine_X_HILICPos,0.62,84.00397013,63206625.80645161,466503.0466935623,1543734727,39,0.45070422535211263,1,400,1,1,Ectoine,797561472,650853440,724207456,0.8153174039487172,NA,5.097216515046399e-4,NA,C6H10N2O2,6,2,0.0030583299090278394,0.0010194433030092799,60.56381462526653,14.746925816836233,5.0497643319711556e-5,6.912920805808925e-5,135.4902744,2.2572320578515557e-8
Ergothioneine,Inj_vol,2.4412348567342304,2.4412348567342304,NA,200821,Smp,35ppt0C_A,A,200821,NA,200821_Smp_35ppt0C_A Ergothioneine,HILICPos,0,Ergothioneine_X_HILICPos,0.62,84.00397013,NA,NA,2177785,71,0,1,400,1,1,Ergothioneine,45517900,39848964,42683432,0.8708830132664496,NA,NA,NA,C9H15N3O2S,9,3,NA,NA,60.56381462526653,14.746925816836233,NA,NA,135.4902744,NA
Glucosamine,"Taurine, D4",0.5014914665128996,0.3664168275623495,NA,200821,Smp,35ppt0C_A,A,200821,NA,200821_Smp_35ppt0C_A Glucosamine,HILICPos,0,Glucosamine_X_HILICPos,0.62,84.00397013,NA,NA,1873339.6778343567,71,0,1,400,1,1,Glucosamine,20254008,14912321.6,17583164.8,0.6412909455495739,NA,NA,NA,C6H13NO5,6,1,NA,NA,60.56381462526653,14.746925816836233,NA,NA,135.4902744,NA
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,303445216,200821,Smp,35ppt0C_A,A,200821,303445216,200821_Smp_35ppt0C_A Glucosylglycerol,HILICPos,303445216,Glucosylglycerol_X_HILICPos,0.62,84.00397013,489427767.7419355,3612272.319158304,3924935237,21,0.704225352112676,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.5728949223545547,NA,0.8181089430939124,NA,C9H18O8,9,NA,7.362980487845212,NA,60.56381462526653,14.746925816836233,0.12157392220755957,NA,135.4902744,5.434323991482899e-5
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,1590474240,200821,Smp,35ppt0C_A,A,200821,1924656294.7367156,200821_Smp_35ppt0C_A Glutamic acid,HILICPos,1590474240,Glutamic acid_X_HILICPos,0.62,84.00397013,3104284346.349541,22911492.061127845,40607384620.68116,9,0.8732394366197183,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480604672299,NA,0.6030329356872552,NA,C5H9NO4,5,1,3.0151646784362764,0.6030329356872552,60.56381462526653,14.746925816836233,0.04978492020511509,0.04089211156123035,135.4902744,2.2253735124447255e-5
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,5354713088,200821,Smp,35ppt0C_A,A,200821,6479817146.443237,200821_Smp_35ppt0C_A Glutamine,HILICPos,5354713088,Glutamine_X_HILICPos,0.62,84.00397013,10451317978.134254,77137034.55224107,78115320897.72955,5,0.9295774647887324,1,400,1,1,Glutamine,53671912,41966268,47819090,0.9035620590485672,NA,1.151786402366903,NA,C5H10N2O3,5,2,5.758932011834515,2.303572804733806,60.56381462526653,14.746925816836233,0.09508866057178562,0.1562069839738306,135.4902744,4.250439404110112e-5
Glutamylphenylalanine,"DL-Histidine, 15N",0.20769089361639828,0.10700488174508473,NA,200821,Smp,35ppt0C_A,A,200821,NA,200821_Smp_35ppt0C_A Glutamylphenylalanine,HILICPos,0,Glutamylphenylalanine_X_HILICPos,0.62,84.00397013,NA,NA,2861779.4636251507,71,0,1,400,1,1,Glutamylphenylalanine,71626560,40982200,56304380,0.5191770643148433,NA,NA,NA,C14H18N2O5,14,2,NA,NA,60.56381462526653,14.746925816836233,NA,NA,135.4902744,NA
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,4781041,200821,Smp,35ppt0C_A,A,200821,5785608.1064502625,200821_Smp_35ppt0C_A Glutathione Disulfide,HILICPos,4781041,Glutathione Disulfide_X_HILICPos,0.62,84.00397013,9331625.978145584,68873.03180429174,75703622.9837545,56,0.21126760563380287,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.7645679378677415,NA,0.02294264086718414,NA,C20H32N6O12S2,20,6,0.45885281734368283,0.13765584520310484,60.56381462526653,14.746925816836233,0.007576352648570698,0.009334545173201201,135.4902744,3.3866107318451402e-6
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,6634353152,200821,Smp,35ppt0C_A,A,200821,6634353152,200821_Smp_35ppt0C_A Glycerophosphocholine,HILICPos,6634353152,Glycerophosphocholine_X_HILICPos,0.62,84.00397013,10700569600,78976661.95696506,105399193827,4,0.9436619718309859,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.1455167341319523,NA,0.25792371303839756,NA,C8H21NO6P,8,1,2.0633897043071805,0.25792371303839756,60.56381462526653,14.746925816836233,0.03406967868642736,0.017489998677821507,135.4902744,1.5229061373184293e-5
