MassFeature,FinalBMIS,Orig_RSD,FinalRSD,QC_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Rank,RankPercent
1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,"Pyridoxal, D3",0.40559102755442344,0.22087670624226607,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,RP,0,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine_X_RP,0.5,NA,NA,NA,19,0
1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,Inj_vol,0.537899526020174,0.537899526020174,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,RP,0,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine_X_RP,0.5,NA,NA,NA,19,0
"2,4 decadienal",Inj_vol,0.7083091452461996,0.7083091452461996,NA,200825,Smp,Ev32Core_B,B,200825,NA,"200825_Smp_Ev32Core_B 2,4 decadienal",RP,0,"2,4 decadienal_X_RP",0.5,NA,NA,NA,19,0
"2,4 octadienal",Inj_vol,0.6603165844812365,0.6603165844812365,NA,200825,Smp,Ev32Core_B,B,200825,NA,"200825_Smp_Ev32Core_B 2,4 octadienal",RP,0,"2,4 octadienal_X_RP",0.5,NA,NA,NA,19,0
3 Indolebutyric Acid,Inj_vol,0.3453492577105907,0.3453492577105907,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3 Indolebutyric Acid,RP,0,3 Indolebutyric Acid_X_RP,0.5,NA,NA,NA,19,0
3 Indolepropionic Acid,Inj_vol,0.26548681911875144,0.26548681911875144,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3 Indolepropionic Acid,RP,0,3 Indolepropionic Acid_X_RP,0.5,NA,NA,NA,19,0
3-Indoleacetonitrile,"Indole 3 Acetic Acid, D5",0.20443087139254643,0.02079674471266443,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3-Indoleacetonitrile,RP,0,3-Indoleacetonitrile_X_RP,0.5,NA,NA,NA,19,0
3OC10-HSL,Inj_vol,0.20454390911357967,0.20454390911357967,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3OC10-HSL,RP,0,3OC10-HSL_X_RP,0.5,NA,NA,NA,19,0
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,65102,200825,Smp,Ev32Core_B,B,200825,65102,200825_Smp_Ev32Core_B 3OC12-HSL,RP,65102,3OC12-HSL_X_RP,0.5,NA,130204,NA,16,0.1578947368421053
3OC6-HSL,Inj_vol,0.7070188314295138,0.7070188314295138,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3OC6-HSL,RP,0,3OC6-HSL_X_RP,0.5,NA,NA,NA,19,0
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,90026,200825,Smp,Ev32Core_B,B,200825,80541.83359793168,200825_Smp_Ev32Core_B 3OC8-HSL,RP,90026,3OC8-HSL_X_RP,0.5,NA,161083.66719586335,NA,15,0.21052631578947367
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 3OHC12-HSL,RP,0,3OHC12-HSL_X_RP,0.5,NA,NA,NA,19,0
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B 7-dehydrocholesterol,RP,0,7-dehydrocholesterol_X_RP,0.5,NA,NA,NA,19,0
Abscisic Acid,Inj_vol,0.5948010832827125,0.5948010832827125,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Abscisic Acid,RP,0,Abscisic Acid_X_RP,0.5,NA,NA,NA,19,0
Acetosyringone,Inj_vol,0.24792455412610317,0.24792455412610317,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Acetosyringone,RP,0,Acetosyringone_X_RP,0.5,NA,NA,NA,19,0
Acetovanillone,Inj_vol,0.7897289637909989,0.7897289637909989,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Acetovanillone,RP,0,Acetovanillone_X_RP,0.5,NA,NA,NA,19,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,3493701,200825,Smp,Ev32Core_B,B,200825,3125642.4208887154,200825_Smp_Ev32Core_B Adenosyl Methionine,RP,3493701,Adenosyl Methionine_X_RP,0.5,NA,6251284.841777431,NA,6,0.6842105263157895
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,1485384,200825,Smp,Ev32Core_B,B,200825,1328899.9950795341,200825_Smp_Ev32Core_B Agmatine,RP,1485384,Agmatine_X_RP,0.5,NA,2657799.9901590683,NA,7,0.631578947368421
Aminobenzoic Acid,Inj_vol,0.5114016306311635,0.5114016306311635,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Aminobenzoic Acid,RP,0,Aminobenzoic Acid_X_RP,0.5,NA,NA,NA,19,0
C10-HSL,Inj_vol,0.9262008018419345,0.9262008018419345,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C10-HSL,RP,0,C10-HSL_X_RP,0.5,NA,NA,NA,19,0
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C12-HSL,RP,0,C12-HSL_X_RP,0.5,NA,NA,NA,19,0
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C14-HSL,RP,0,C14-HSL_X_RP,0.5,NA,NA,NA,19,0
C4-HSL,"Indole 3 Acetic Acid, D5",0.49066820013581464,0.367452377816696,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C4-HSL,RP,0,C4-HSL_X_RP,0.5,NA,NA,NA,19,0
C6-HSL,Inj_vol,1.2210316309898446,1.2210316309898446,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C6-HSL,RP,0,C6-HSL_X_RP,0.5,NA,NA,NA,19,0
C8-HSL,Inj_vol,0.5414204917688966,0.5414204917688966,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B C8-HSL,RP,0,C8-HSL_X_RP,0.5,NA,NA,NA,19,0
Caffeine,Inj_vol,0.48306858005634506,0.48306858005634506,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Caffeine,RP,0,Caffeine_X_RP,0.5,NA,NA,NA,19,0
Camalexin,Inj_vol,0.6476252141375256,0.6476252141375256,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Camalexin,RP,0,Camalexin_X_RP,0.5,NA,NA,NA,19,0
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Carotene,RP,0,Carotene_X_RP,0.5,NA,NA,NA,19,0
cinnamoyl-HSL,Inj_vol,0.715640120116691,0.715640120116691,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B cinnamoyl-HSL,RP,0,cinnamoyl-HSL_X_RP,0.5,NA,NA,NA,19,0
Coenzyme B12,Inj_vol,1.0447508835915482,1.0447508835915482,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Coenzyme B12,RP,0,Coenzyme B12_X_RP,0.5,NA,NA,NA,19,0
Coenzyme Q1,Inj_vol,0.37887335009514855,0.37887335009514855,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Coenzyme Q1,RP,0,Coenzyme Q1_X_RP,0.5,NA,NA,NA,19,0
Coenzyme Q10,Inj_vol,0.21913840860552228,0.21913840860552228,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Coenzyme Q10,RP,0,Coenzyme Q10_X_RP,0.5,NA,NA,NA,19,0
Cys-Gly,Inj_vol,0.47254606595266346,0.47254606595266346,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Cys-Gly,RP,0,Cys-Gly_X_RP,0.5,NA,NA,NA,19,0
Decarboxylated S-Adenosylmethionine,Inj_vol,0.40109385236301076,0.40109385236301076,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Decarboxylated S-Adenosylmethionine,RP,0,Decarboxylated S-Adenosylmethionine_X_RP,0.5,NA,NA,NA,19,0
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,52949,200825,Smp,Ev32Core_B,B,200825,52949,200825_Smp_Ev32Core_B Desthiobiotin,RP,52949,Desthiobiotin_X_RP,0.5,NA,105898,NA,18,0.052631578947368474
Dimethyl glycine,"Pyridoxal, D3",0.41237449063336584,0.26687834500513763,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Dimethyl glycine,RP,0,Dimethyl glycine_X_RP,0.5,NA,NA,NA,19,0
Dimethyl-benzimidazole,Inj_vol,1.2903183502445554,1.2903183502445554,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Dimethyl-benzimidazole,RP,0,Dimethyl-benzimidazole_X_RP,0.5,NA,NA,NA,19,0
Domoic Acid,Inj_vol,1.2472257273016407,1.2472257273016407,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Domoic Acid,RP,0,Domoic Acid_X_RP,0.5,NA,NA,NA,19,0
Ethyl 3 aminobenzoate,Inj_vol,0.40480703257741996,0.40480703257741996,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Ethyl 3 aminobenzoate,RP,0,Ethyl 3 aminobenzoate_X_RP,0.5,NA,NA,NA,19,0
Ferulic Acid,Inj_vol,0.6743221319126758,0.6743221319126758,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Ferulic Acid,RP,0,Ferulic Acid_X_RP,0.5,NA,NA,NA,19,0
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Glutathione,RP,0,Glutathione_X_RP,0.5,NA,NA,NA,19,0
HHQ,Inj_vol,1.395505387136098,1.395505387136098,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B HHQ,RP,0,HHQ_X_RP,0.5,NA,NA,NA,19,0
Homoserine lactone,Inj_vol,0.5061004956459786,0.5061004956459786,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Homoserine lactone,RP,0,Homoserine lactone_X_RP,0.5,NA,NA,NA,19,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Hydroxo B12,RP,0,Hydroxo B12_X_RP,0.5,NA,NA,NA,19,0
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,462338,200825,Smp,Ev32Core_B,B,200825,405710.4845251264,200825_Smp_Ev32Core_B IAA,RP,462338,IAA_X_RP,0.5,NA,811420.9690502528,NA,10,0.4736842105263158
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,153210,200825,Smp,Ev32Core_B,B,200825,115254.84635100991,200825_Smp_Ev32Core_B Indole 3 acetamide,RP,153210,Indole 3 acetamide_X_RP,0.5,NA,230509.69270201982,NA,14,0.26315789473684215
Indole 3 carboxylic acid,Inj_vol,0.30740140917207026,0.30740140917207026,58846,200825,Smp,Ev32Core_B,B,200825,58846,200825_Smp_Ev32Core_B Indole 3 carboxylic acid,RP,58846,Indole 3 carboxylic acid_X_RP,0.5,NA,117692,NA,17,0.10526315789473684
Indole 3 Lactic Acid,"Indole 3 Acetic Acid, D5",0.13602271879881334,0.06319439637400319,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Indole 3 Lactic Acid,RP,0,Indole 3 Lactic Acid_X_RP,0.5,NA,NA,NA,19,0
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,158579,200825,Smp,Ev32Core_B,B,200825,158579,200825_Smp_Ev32Core_B Indole 3 methyl acetate,RP,158579,Indole 3 methyl acetate_X_RP,0.5,NA,317158,NA,13,0.3157894736842105
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,8486613,200825,Smp,Ev32Core_B,B,200825,6384199.96968529,200825_Smp_Ev32Core_B Isobutyryl-L-carnitine,RP,8486613,Isobutyryl-L-carnitine_X_RP,0.5,NA,12768399.93937058,NA,4,0.7894736842105263
Kynurenine,"Riboflavin-dioxopyrimidine, 13C4, 15N2",0.12063919099795799,0.04819700056220014,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Kynurenine,RP,0,Kynurenine_X_RP,0.5,NA,NA,NA,19,0
Melatonin,Inj_vol,0.5903009219662884,0.5903009219662884,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Melatonin,RP,0,Melatonin_X_RP,0.5,NA,NA,NA,19,0
Methyl B12,Inj_vol,0.40637092024289656,0.40637092024289656,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Methyl B12,RP,0,Methyl B12_X_RP,0.5,NA,NA,NA,19,0
Methyl indole 3 carboxylate,Inj_vol,0.6507327479399635,0.6507327479399635,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Methyl indole 3 carboxylate,RP,0,Methyl indole 3 carboxylate_X_RP,0.5,NA,NA,NA,19,0
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,3651555,200825,Smp,Ev32Core_B,B,200825,2746944.7847220288,200825_Smp_Ev32Core_B Methylthioadenosine,RP,3651555,Methylthioadenosine_X_RP,0.5,NA,5493889.5694440575,NA,5,0.736842105263158
Monesin,"Pyridoxal, D3",0.44056448703004986,0.2623698517746278,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Monesin,RP,0,Monesin_X_RP,0.5,NA,NA,NA,19,0
p-Coumaric Acid,Inj_vol,1.2622177336795461,1.2622177336795461,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B p-Coumaric Acid,RP,0,p-Coumaric Acid_X_RP,0.5,NA,NA,NA,19,0
p-Coumoroyl-HSL,Inj_vol,0.1523253746164513,0.1523253746164513,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B p-Coumoroyl-HSL,RP,0,p-Coumoroyl-HSL_X_RP,0.5,NA,NA,NA,19,0
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,214922944,200825,Smp,Ev32Core_B,B,200825,180884363.1147703,200825_Smp_Ev32Core_B Phenylalanine,RP,214922944,Phenylalanine_X_RP,0.5,NA,361768726.2295406,NA,1,0.9473684210526316
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,1255112,200825,Smp,Ev32Core_B,B,200825,1122886.9643299405,200825_Smp_Ev32Core_B Pyridoxal,RP,1255112,Pyridoxal_X_RP,0.5,NA,2245773.928659881,NA,8,0.5789473684210527
Pyridoxal Phosphate,"Pyridoxal, D3",0.8525268256943245,0.6280626458206575,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Pyridoxal Phosphate,RP,0,Pyridoxal Phosphate_X_RP,0.5,NA,NA,NA,19,0
Pyridoxamine,Inj_vol,0.5689351396365038,0.5689351396365038,313753,200825,Smp,Ev32Core_B,B,200825,313753,200825_Smp_Ev32Core_B Pyridoxamine,RP,313753,Pyridoxamine_X_RP,0.5,NA,627506,NA,11,0.42105263157894735
Retinoic Acid,Inj_vol,0.9996434164814659,0.9996434164814659,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Retinoic Acid,RP,0,Retinoic Acid_X_RP,0.5,NA,NA,NA,19,0
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B RP B12,RP,0,RP B12_X_RP,0.5,NA,NA,NA,19,0
S-Farnesyl-L-cysteine Methyl Ester,Inj_vol,1.0773662043703747,1.0773662043703747,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B S-Farnesyl-L-cysteine Methyl Ester,RP,0,S-Farnesyl-L-cysteine Methyl Ester_X_RP,0.5,NA,NA,NA,19,0
Squalene,"Pyridoxal, D3",0.4003944024141612,0.2075389248688012,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Squalene,RP,0,Squalene_X_RP,0.5,NA,NA,NA,19,0
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Sulfurol,RP,0,Sulfurol_X_RP,0.5,NA,NA,NA,19,0
Syringaldehyde,Inj_vol,0.11818281772591788,0.11818281772591788,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Syringaldehyde,RP,0,Syringaldehyde_X_RP,0.5,NA,NA,NA,19,0
Syringic Acid,"Pyridoxal, D3",0.8156468740097648,0.6441146603125937,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Syringic Acid,RP,0,Syringic Acid_X_RP,0.5,NA,NA,NA,19,0
Tocopherol (Vit E),Inj_vol,0.7036367799341673,0.7036367799341673,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Tocopherol (Vit E),RP,0,Tocopherol (Vit E)_X_RP,0.5,NA,NA,NA,19,0
Tocotrienol,"Pyridoxal, D3",0.20984522592037413,0.05141335156106091,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Tocotrienol,RP,0,Tocotrienol_X_RP,0.5,NA,NA,NA,19,0
trans Retinal,Inj_vol,0.5087328174136135,0.5087328174136135,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B trans Retinal,RP,0,trans Retinal_X_RP,0.5,NA,NA,NA,19,0
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,44286740,200825,Smp,Ev32Core_B,B,200825,33315458.612930775,200825_Smp_Ev32Core_B Tryptophan,RP,44286740,Tryptophan_X_RP,0.5,NA,66630917.22586155,NA,2,0.8947368421052632
Tryptophol,"Indole 3 Acetic Acid, D5",0.3686357021886068,0.28851328499369877,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Tryptophol,RP,0,Tryptophol_X_RP,0.5,NA,NA,NA,19,0
Vanillic Acid,"L-Tryptophan, D3",0.4692215679383355,0.36416449378819343,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vanillic Acid,RP,0,Vanillic Acid_X_RP,0.5,NA,NA,NA,19,0
Vanillin,Inj_vol,0.6375005020707009,0.6375005020707009,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vanillin,RP,0,Vanillin_X_RP,0.5,NA,NA,NA,19,0
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vitamin B1,RP,0,Vitamin B1_X_RP,0.5,NA,NA,NA,19,0
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,225230,200825,Smp,Ev32Core_B,B,200825,225230,200825_Smp_Ev32Core_B Vitamin B2,RP,225230,Vitamin B2_X_RP,0.5,NA,450460,NA,12,0.368421052631579
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,707561,200825,Smp,Ev32Core_B,B,200825,633020.0200207288,200825_Smp_Ev32Core_B Vitamin B5,RP,707561,Vitamin B5_X_RP,0.5,NA,1266040.0400414576,NA,9,0.5263157894736843
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vitamin B6,RP,0,Vitamin B6_X_RP,0.5,NA,NA,NA,19,0
Vitamin B7,Inj_vol,0.3382320231072136,0.3382320231072136,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vitamin B7,RP,0,Vitamin B7_X_RP,0.5,NA,NA,NA,19,0
Vitamin B9,"Pyridoxal, D3",0.45899962534879873,0.3327330064666297,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vitamin B9,RP,0,Vitamin B9_X_RP,0.5,NA,NA,NA,19,0
Vitamin K2,"Pyridoxal, D3",0.3576983752115937,0.1497274003174979,NA,200825,Smp,Ev32Core_B,B,200825,NA,200825_Smp_Ev32Core_B Vitamin K2,RP,0,Vitamin K2_X_RP,0.5,NA,NA,NA,19,0
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,37654112,200825,Smp,Ev32Core_B,B,200825,33042207.268023342,200825_Smp_Ev32Core_B Xanthine,RP,37654112,Xanthine_X_RP,0.5,NA,66084414.536046684,NA,3,0.8421052631578947
1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,"Pyridoxal, D3",0.40559102755442344,0.22087670624226607,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,RP,0,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine_X_RP,0.5,NA,NA,NA,17,0
1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,Inj_vol,0.537899526020174,0.537899526020174,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine,RP,0,1-stearoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine_X_RP,0.5,NA,NA,NA,17,0
"2,4 decadienal",Inj_vol,0.7083091452461996,0.7083091452461996,NA,200825,Smp,Ev32Core_C,C,200825,NA,"200825_Smp_Ev32Core_C 2,4 decadienal",RP,0,"2,4 decadienal_X_RP",0.5,NA,NA,NA,17,0
"2,4 octadienal",Inj_vol,0.6603165844812365,0.6603165844812365,NA,200825,Smp,Ev32Core_C,C,200825,NA,"200825_Smp_Ev32Core_C 2,4 octadienal",RP,0,"2,4 octadienal_X_RP",0.5,NA,NA,NA,17,0
3 Indolebutyric Acid,Inj_vol,0.3453492577105907,0.3453492577105907,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3 Indolebutyric Acid,RP,0,3 Indolebutyric Acid_X_RP,0.5,NA,NA,NA,17,0
3 Indolepropionic Acid,Inj_vol,0.26548681911875144,0.26548681911875144,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3 Indolepropionic Acid,RP,0,3 Indolepropionic Acid_X_RP,0.5,NA,NA,NA,17,0
3-Indoleacetonitrile,"Indole 3 Acetic Acid, D5",0.20443087139254643,0.02079674471266443,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3-Indoleacetonitrile,RP,0,3-Indoleacetonitrile_X_RP,0.5,NA,NA,NA,17,0
3OC10-HSL,Inj_vol,0.20454390911357967,0.20454390911357967,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3OC10-HSL,RP,0,3OC10-HSL_X_RP,0.5,NA,NA,NA,17,0
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3OC12-HSL,RP,0,3OC12-HSL_X_RP,0.5,NA,NA,NA,17,0
3OC6-HSL,Inj_vol,0.7070188314295138,0.7070188314295138,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3OC6-HSL,RP,0,3OC6-HSL_X_RP,0.5,NA,NA,NA,17,0
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,143713,200825,Smp,Ev32Core_C,C,200825,143465.56395335527,200825_Smp_Ev32Core_C 3OC8-HSL,RP,143713,3OC8-HSL_X_RP,0.5,NA,286931.12790671055,NA,14,0.17647058823529416
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 3OHC12-HSL,RP,0,3OHC12-HSL_X_RP,0.5,NA,NA,NA,17,0
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C 7-dehydrocholesterol,RP,0,7-dehydrocholesterol_X_RP,0.5,NA,NA,NA,17,0
Abscisic Acid,Inj_vol,0.5948010832827125,0.5948010832827125,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C Abscisic Acid,RP,0,Abscisic Acid_X_RP,0.5,NA,NA,NA,17,0
Acetosyringone,Inj_vol,0.24792455412610317,0.24792455412610317,56420,200825,Smp,Ev32Core_C,C,200825,56420,200825_Smp_Ev32Core_C Acetosyringone,RP,56420,Acetosyringone_X_RP,0.5,NA,112840,NA,16,0.05882352941176472
Acetovanillone,Inj_vol,0.7897289637909989,0.7897289637909989,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C Acetovanillone,RP,0,Acetovanillone_X_RP,0.5,NA,NA,NA,17,0
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,2621839,200825,Smp,Ev32Core_C,C,200825,2617324.8817427866,200825_Smp_Ev32Core_C Adenosyl Methionine,RP,2621839,Adenosyl Methionine_X_RP,0.5,NA,5234649.763485573,NA,7,0.5882352941176471
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,14107783,200825,Smp,Ev32Core_C,C,200825,14083493.102409376,200825_Smp_Ev32Core_C Agmatine,RP,14107783,Agmatine_X_RP,0.5,NA,28166986.20481875,NA,3,0.8235294117647058
Aminobenzoic Acid,Inj_vol,0.5114016306311635,0.5114016306311635,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C Aminobenzoic Acid,RP,0,Aminobenzoic Acid_X_RP,0.5,NA,NA,NA,17,0
C10-HSL,Inj_vol,0.9262008018419345,0.9262008018419345,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C C10-HSL,RP,0,C10-HSL_X_RP,0.5,NA,NA,NA,17,0
C12-HSL,Inj_vol,0.20572058228250228,0.20572058228250228,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C C12-HSL,RP,0,C12-HSL_X_RP,0.5,NA,NA,NA,17,0
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,NA,200825,Smp,Ev32Core_C,C,200825,NA,200825_Smp_Ev32Core_C C14-HSL,RP,0,C14-HSL_X_RP,0.5,NA,NA,NA,17,0
